id,name,type,price,shipping_price,description_length,reviews,product_images,product_videos,advertisement,date_listed,user_id,item_id,date_created,date_cart_transition,total_days_before_cart_creation,became_order
7234,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7234,14,2025-03-26,2025-03-26,73.0,0
7235,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7235,3,2025-03-27,2025-03-27,77.0,1
7236,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7236,8,2025-03-17,2025-03-17,53.0,0
7237,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7237,4,2025-03-16,2025-03-16,60.0,1
7238,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7238,6,2025-03-29,2025-03-29,73.0,1
7239,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7239,6,2025-03-25,2025-03-25,69.0,1
7240,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7240,8,2025-03-19,2025-03-19,55.0,1
7241,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7241,11,2025-03-08,2025-03-08,41.0,0
7242,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7242,9,2025-03-28,2025-03-28,70.0,1
7243,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7243,13,2025-04-05,2025-04-05,76.0,1
7244,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7244,1,2025-03-18,2025-03-18,72.0,0
7245,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7245,15,2025-03-18,2025-03-25,53.0,0
7246,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7246,14,2025-03-09,2025-03-09,56.0,0
7247,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7247,12,2025-03-31,2025-03-31,72.0,1
7248,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7248,3,2025-03-16,2025-03-16,66.0,1
7249,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7249,14,2025-03-17,2025-03-24,64.0,0
7250,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7250,3,2025-03-21,2025-03-21,71.0,0
7251,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7251,10,2025-03-19,2025-03-26,66.0,0
7252,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7252,13,2025-03-28,2025-03-28,68.0,1
7253,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7253,13,2025-03-25,2025-03-25,65.0,0
7254,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7254,8,2025-03-09,2025-03-09,45.0,0
7255,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7255,10,2025-04-05,2025-04-12,83.0,0
7256,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7256,8,2025-03-26,2025-03-26,62.0,0
7257,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7257,14,2025-03-17,2025-03-17,64.0,0
7258,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7258,12,2025-03-30,2025-03-30,71.0,1
7259,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7259,13,2025-03-29,2025-04-05,69.0,0
7260,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7260,1,2025-03-18,2025-03-18,72.0,0
7261,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7261,13,2025-04-01,2025-04-01,72.0,0
7262,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7262,1,2025-03-29,2025-04-05,83.0,0
7263,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7263,14,2025-03-27,2025-03-27,74.0,0
7264,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7264,2,2025-04-05,2025-04-05,66.0,1
7265,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7265,6,2025-03-13,2025-03-13,57.0,1
7266,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7266,2,2025-03-18,2025-03-18,48.0,1
7267,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7267,15,2025-03-11,2025-03-11,46.0,1
7268,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7268,4,2025-03-27,2025-03-27,71.0,1
7269,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7269,6,2025-03-13,2025-03-13,57.0,1
7270,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7270,11,2025-03-20,2025-03-27,53.0,0
7271,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7271,11,2025-03-24,2025-03-31,57.0,0
7272,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7272,2,2025-04-04,2025-04-04,65.0,1
7273,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7273,1,2025-03-20,2025-03-20,74.0,0
7274,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7274,8,2025-03-18,2025-03-25,54.0,0
7275,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7275,5,2025-04-03,2025-04-03,69.0,1
7276,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7276,1,2025-03-19,2025-03-26,73.0,0
7277,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7277,15,2025-03-29,2025-03-29,64.0,0
7278,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7278,15,2025-03-25,2025-03-25,60.0,0
7279,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7279,11,2025-03-14,2025-03-21,47.0,0
7280,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7280,1,2025-03-14,2025-03-14,68.0,0
7281,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7281,13,2025-03-21,2025-03-21,61.0,0
7282,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7282,15,2025-03-08,2025-03-15,43.0,0
7283,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7283,6,2025-03-24,2025-03-24,68.0,1
7284,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7284,1,2025-03-28,2025-04-04,82.0,0
7285,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7285,12,2025-04-03,2025-04-03,75.0,1
7286,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7286,3,2025-03-20,2025-03-20,70.0,1
7287,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7287,8,2025-03-11,2025-03-11,47.0,0
7288,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7288,4,2025-03-31,2025-03-31,75.0,1
7289,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7289,7,2025-03-08,2025-03-15,57.0,0
7290,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7290,8,2025-03-29,2025-03-29,65.0,1
7291,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7291,2,2025-03-18,2025-03-18,48.0,1
7292,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7292,13,2025-03-23,2025-03-23,63.0,0
7293,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7293,7,2025-03-07,2025-03-07,56.0,0
7294,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7294,15,2025-04-03,2025-04-10,69.0,0
7295,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7295,11,2025-03-10,2025-03-10,43.0,0
7296,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7296,14,2025-03-31,2025-04-07,78.0,0
7297,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7297,2,2025-03-23,2025-03-23,53.0,1
7298,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7298,9,2025-03-15,2025-03-15,57.0,1
7299,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7299,11,2025-04-02,2025-04-09,66.0,0
7300,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7300,12,2025-04-05,2025-04-05,77.0,1
7301,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7301,9,2025-03-04,2025-03-04,46.0,1
7302,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7302,5,2025-03-19,2025-03-19,54.0,1
7303,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7303,5,2025-03-22,2025-03-22,57.0,1
7304,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7304,5,2025-03-30,2025-03-30,65.0,1
7305,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7305,8,2025-03-18,2025-03-25,54.0,0
7306,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7306,2,2025-03-10,2025-03-10,40.0,1
7307,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7307,5,2025-03-30,2025-03-30,65.0,1
7308,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7308,11,2025-04-05,2025-04-12,69.0,0
7309,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7309,4,2025-03-08,2025-03-08,52.0,1
7310,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7310,9,2025-03-16,2025-03-16,58.0,1
7311,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7311,3,2025-03-28,2025-03-28,78.0,1
7312,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7312,9,2025-03-13,2025-03-13,55.0,1
7313,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7313,7,2025-03-19,2025-03-19,68.0,1
7314,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7314,15,2025-03-30,2025-04-06,65.0,0
7315,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7315,13,2025-03-24,2025-03-24,64.0,0
7316,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7316,5,2025-03-30,2025-03-30,65.0,1
7317,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7317,14,2025-03-28,2025-04-04,75.0,0
7318,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7318,10,2025-04-03,2025-04-10,81.0,0
7319,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7319,5,2025-03-12,2025-03-12,47.0,1
7320,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7320,2,2025-03-27,2025-03-27,57.0,1
7321,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7321,7,2025-03-08,2025-03-08,57.0,1
7322,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7322,2,2025-03-17,2025-03-17,47.0,1
7323,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7323,6,2025-03-16,2025-03-16,60.0,1
7324,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7324,7,2025-03-21,2025-03-21,70.0,0
7325,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7325,11,2025-03-21,2025-03-21,54.0,0
7326,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7326,5,2025-03-30,2025-03-30,65.0,1
7327,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7327,8,2025-03-08,2025-03-15,44.0,0
7328,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7328,9,2025-03-27,2025-03-27,69.0,1
7329,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7329,14,2025-03-20,2025-03-20,67.0,0
7330,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7330,9,2025-03-25,2025-03-25,67.0,1
7331,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7331,5,2025-03-10,2025-03-10,45.0,1
7332,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7332,10,2025-03-19,2025-03-26,66.0,0
7333,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7333,6,2025-03-14,2025-03-14,58.0,1
7334,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7334,1,2025-03-24,2025-03-24,78.0,0
7335,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7335,10,2025-03-20,2025-03-20,67.0,0
7336,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7336,9,2025-04-03,2025-04-03,76.0,1
7337,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7337,8,2025-04-01,2025-04-01,68.0,0
7338,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7338,13,2025-04-05,2025-04-05,76.0,1
7339,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7339,8,2025-03-17,2025-03-24,53.0,0
7340,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7340,8,2025-03-30,2025-04-06,66.0,0
7341,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7341,4,2025-03-25,2025-03-25,69.0,1
7342,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7342,1,2025-03-21,2025-03-21,75.0,0
7343,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7343,5,2025-03-21,2025-03-21,56.0,1
7344,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7344,1,2025-03-20,2025-03-27,74.0,0
7345,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7345,1,2025-04-01,2025-04-01,86.0,0
7346,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7346,3,2025-03-08,2025-03-08,58.0,0
7347,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7347,10,2025-03-19,2025-03-26,66.0,0
7348,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7348,8,2025-03-28,2025-03-28,64.0,1
7349,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7349,15,2025-03-18,2025-03-18,53.0,1
7350,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7350,1,2025-03-21,2025-03-21,75.0,0
7351,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7351,4,2025-03-19,2025-03-19,63.0,1
7352,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7352,8,2025-04-02,2025-04-09,69.0,0
7353,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7353,8,2025-03-29,2025-03-29,65.0,1
7354,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7354,2,2025-03-25,2025-03-25,55.0,1
7355,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7355,6,2025-03-20,2025-03-20,64.0,1
7356,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7356,15,2025-03-20,2025-03-20,55.0,1
7357,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7357,12,2025-03-03,2025-03-03,44.0,1
7358,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7358,9,2025-03-24,2025-03-24,66.0,1
7359,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7359,4,2025-03-20,2025-03-20,64.0,1
7360,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7360,14,2025-03-28,2025-04-04,75.0,0
7361,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7361,13,2025-03-28,2025-03-28,68.0,1
7362,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7362,9,2025-04-02,2025-04-02,75.0,1
7363,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7363,14,2025-03-29,2025-04-05,76.0,0
7364,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7364,9,2025-03-31,2025-03-31,73.0,1
7365,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7365,5,2025-03-13,2025-03-13,48.0,1
7366,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7366,13,2025-03-28,2025-03-28,68.0,1
7367,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7367,1,2025-03-19,2025-03-26,73.0,0
7368,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7368,15,2025-04-03,2025-04-10,69.0,0
7369,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7369,6,2025-03-18,2025-03-18,62.0,1
7370,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7370,1,2025-03-20,2025-03-20,74.0,0
7371,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7371,3,2025-03-12,2025-03-19,62.0,0
7372,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7372,3,2025-04-01,2025-04-08,82.0,0
7373,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7373,6,2025-03-30,2025-03-30,74.0,1
7374,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7374,2,2025-03-30,2025-03-30,60.0,1
7375,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7375,14,2025-03-27,2025-03-27,74.0,0
7376,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7376,15,2025-03-22,2025-03-22,57.0,1
7377,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7377,8,2025-03-18,2025-03-25,54.0,0
7378,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7378,2,2025-03-18,2025-03-18,48.0,1
7379,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7379,14,2025-03-10,2025-03-10,57.0,0
7380,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7380,10,2025-03-20,2025-03-27,67.0,0
7381,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7381,6,2025-03-23,2025-03-23,67.0,1
7382,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7382,7,2025-03-19,2025-03-19,68.0,1
7383,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7383,13,2025-03-20,2025-03-20,60.0,1
7384,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7384,3,2025-03-27,2025-03-27,77.0,0
7385,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7385,11,2025-03-25,2025-04-01,58.0,0
7386,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7386,15,2025-03-28,2025-03-28,63.0,1
7387,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7387,4,2025-03-31,2025-03-31,75.0,1
7388,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7388,12,2025-03-19,2025-03-19,60.0,1
7389,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7389,10,2025-03-27,2025-03-27,74.0,0
7390,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7390,14,2025-03-26,2025-03-26,73.0,0
7391,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7391,14,2025-04-03,2025-04-10,81.0,0
7392,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7392,7,2025-03-28,2025-03-28,77.0,1
7393,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7393,14,2025-03-22,2025-03-22,69.0,0
7394,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7394,15,2025-03-27,2025-04-03,62.0,0
7395,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7395,4,2025-03-25,2025-03-25,69.0,1
7396,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7396,13,2025-03-24,2025-03-24,64.0,1
7397,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7397,8,2025-03-15,2025-03-15,51.0,1
7398,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7398,4,2025-03-18,2025-03-18,62.0,1
7399,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7399,3,2025-03-08,2025-03-08,58.0,1
7400,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7400,11,2025-03-23,2025-03-23,56.0,0
7401,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7401,12,2025-03-25,2025-03-25,66.0,1
7402,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7402,5,2025-03-20,2025-03-20,55.0,1
7403,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7403,13,2025-03-17,2025-03-24,57.0,0
7404,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7404,14,2025-03-21,2025-03-21,68.0,0
7405,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7405,10,2025-03-30,2025-03-30,77.0,0
7406,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7406,4,2025-04-02,2025-04-02,77.0,1
7407,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7407,4,2025-03-14,2025-03-14,58.0,1
7408,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7408,1,2025-03-14,2025-03-14,68.0,0
7409,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7409,10,2025-03-12,2025-03-12,59.0,0
7410,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7410,1,2025-03-31,2025-03-31,85.0,0
7411,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7411,8,2025-03-16,2025-03-23,52.0,0
7412,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7412,1,2025-03-09,2025-03-16,63.0,0
7413,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7413,8,2025-03-27,2025-04-03,63.0,0
7414,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7414,7,2025-03-17,2025-03-17,66.0,1
7415,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7415,15,2025-03-27,2025-03-27,62.0,1
7416,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7416,9,2025-03-28,2025-03-28,70.0,1
7417,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7417,3,2025-03-26,2025-03-26,76.0,0
7418,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7418,13,2025-03-30,2025-03-30,70.0,1
7419,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7419,12,2025-03-13,2025-03-13,54.0,1
7420,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7420,13,2025-03-24,2025-03-24,64.0,1
7421,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7421,8,2025-03-08,2025-03-15,44.0,0
7422,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7422,9,2025-04-02,2025-04-02,75.0,1
7423,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7423,11,2025-03-24,2025-03-31,57.0,0
7424,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7424,9,2025-03-27,2025-03-27,69.0,1
7425,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7425,12,2025-03-21,2025-03-21,62.0,1
7426,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7426,5,2025-04-01,2025-04-01,67.0,1
7427,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7427,2,2025-03-14,2025-03-14,44.0,1
7428,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7428,11,2025-03-24,2025-03-31,57.0,0
7429,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7429,4,2025-03-11,2025-03-11,55.0,1
7430,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7430,5,2025-03-24,2025-03-24,59.0,1
7431,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7431,9,2025-03-09,2025-03-09,51.0,1
7432,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7432,6,2025-03-19,2025-03-19,63.0,1
7433,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7433,9,2025-04-02,2025-04-02,75.0,1
7434,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7434,4,2025-03-13,2025-03-13,57.0,1
7435,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7435,2,2025-04-02,2025-04-02,63.0,1
7436,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7436,5,2025-03-26,2025-03-26,61.0,1
7437,USB,technology,205.45,5.3,389,5728,8,10,35694,2025-01-24,7437,5,2025-03-26,2025-03-26,61.0,1
7438,lamp,office,236.88,8.64,89,1953,21,15,16603,2025-01-12,7438,14,2025-04-03,2025-04-10,81.0,0
7439,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7439,13,2025-04-03,2025-04-10,74.0,0
7440,plug-in,software,120.63,0,391,7444,19,3,33505,2025-01-17,7440,9,2025-03-20,2025-03-20,62.0,1
7441,monitor,technology,171.04,14.47,175,8661,10,12,1179,2025-01-05,7441,1,2025-03-25,2025-04-01,79.0,0
7442,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7442,8,2025-03-26,2025-03-26,62.0,1
7443,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7443,8,2025-03-20,2025-03-27,56.0,0
7444,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7444,15,2025-03-18,2025-03-18,53.0,1
7445,charger,technology,53.19,12.38,119,554,11,3,34374,2025-01-15,7445,4,2025-03-25,2025-03-25,69.0,1
7446,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7446,8,2025-03-30,2025-03-30,66.0,1
7447,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7447,3,2025-03-21,2025-03-21,71.0,1
7448,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7448,13,2025-03-03,2025-03-03,43.0,0
7449,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7449,13,2025-03-28,2025-03-28,68.0,0
7450,webinar,software,191.28,0,195,4712,19,4,14768,2025-01-12,7450,10,2025-03-16,2025-03-23,63.0,0
7451,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7451,11,2025-03-28,2025-04-04,61.0,0
7452,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7452,3,2025-03-04,2025-03-04,54.0,1
7453,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7453,15,2025-03-28,2025-03-28,63.0,0
7454,desk,office,371.81,15.58,133,8343,10,14,41986,2025-01-18,7454,12,2025-03-26,2025-03-26,67.0,1
7455,chair,office,152.86,15.07,375,4658,3,14,4312,2025-01-26,7455,11,2025-04-04,2025-04-11,68.0,0
7456,rug,office,170.41,8.65,79,6813,21,7,27175,2025-01-19,7456,13,2025-03-30,2025-03-30,70.0,1
7457,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7457,6,2025-04-04,2025-04-04,79.0,1
7458,mouse,technology,249.32,20.04,449,6039,9,0,46227,2025-01-29,7458,2,2025-03-27,2025-03-27,57.0,1
7459,game,software,468.83,0,385,158,2,14,28296,2025-01-10,7459,7,2025-03-29,2025-03-29,78.0,1
7460,shelf,office,335.18,16.19,33,3176,10,6,22650,2025-01-24,7460,15,2025-03-23,2025-03-23,58.0,1
7461,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7461,8,2025-03-25,2025-03-25,61.0,1
7462,program,software,133.57,0,349,1035,0,12,24537,2025-01-23,7462,8,2025-04-04,2025-04-04,71.0,1
7463,ebook,software,130.52,0,140,6420,2,5,39383,2025-01-15,7463,6,2025-03-19,2025-03-19,63.0,1
7464,keyboard,technology,208.94,17.79,71,7269,5,13,20953,2025-01-09,7464,3,2025-03-23,2025-03-23,73.0,0
